County,Date,EarlyVoting,Absentee,Day Total
Shelby,10/16/2020,30107,1719,31826
Shelby,10/17/2020,19532,1967,21499
Shelby,10/19/2020,28513,2258,30771
Shelby,10/20/2020,25745,2111,27856
Shelby,10/21/2020,23090,1440,24530
Shelby,10/22/2020,19336,1209,20545
Shelby,10/23/2020,18584,1055,19639
Shelby,10/24/2020,11638,1049,12687
Shelby,10/26/2020,17558,790,18348
Shelby,10/27/2020,17583,966,18549
Shelby,10/28/2020,14898,1041,15939
Shelby,10/29/2020,20853,655,21508
Smith,10/14/2020,562,195,757
Smith,10/15/2020,577,9,586
Smith,10/16/2020,734,0,734
Smith,10/17/2020,347,0,347
Smith,10/19/2020,470,16,486
Smith,10/20/2020,381,5,386
Smith,10/21/2020,336,12,348
Smith,10/22/2020,293,3,296
Smith,10/23/2020,366,7,373
Smith,10/24/2020,238,0,238
Smith,10/26/2020,392,21,413
Smith,10/27/2020,525,4,529
Smith,10/28/2020,384,11,395
Smith,10/29/2020,602,5,607
Stewart,10/14/2020,546,131,677
Stewart,10/15/2020,435,30,465
Stewart,10/16/2020,483,0,483
Stewart,10/17/2020,251,1,252
Stewart,10/19/2020,286,28,314
Stewart,10/20/2020,363,4,367
Stewart,10/21/2020,235,15,250
Stewart,10/22/2020,243,11,254
Stewart,10/23/2020,288,12,300
Stewart,10/24/2020,225,0,225
Stewart,10/26/2020,208,24,232
Stewart,10/27/2020,220,6,226
Stewart,10/28/2020,211,7,218
Stewart,10/29/2020,299,1,300
Sullivan,10/14/2020,3469,2543,6012
Sullivan,10/15/2020,3318,167,3485
Sullivan,10/16/2020,4004,0,4004
Sullivan,10/17/2020,1724,554,2278
Sullivan,10/19/2020,4061,0,4061
Sullivan,10/20/2020,4044,425,4469
Sullivan,10/21/2020,4085,180,4265
Sullivan,10/22/2020,3789,95,3884
Sullivan,10/23/2020,4022,0,4022
Sullivan,10/24/2020,2000,314,2314
Sullivan,10/26/2020,3929,104,4033
Sullivan,10/27/2020,3694,125,3819
Sullivan,10/28/2020,3745,216,3961
Sullivan,10/29/2020,4166,348,4514
Sumner,10/14/2020,3446,4729,8175
Sumner,10/15/2020,4553,335,4888
Sumner,10/16/2020,4823,133,4956
Sumner,10/17/2020,1714,176,1890
Sumner,10/19/2020,3778,343,4121
Sumner,10/20/2020,4012,91,4103
Sumner,10/21/2020,4019,350,4369
Sumner,10/22/2020,3966,161,4127
Sumner,10/23/2020,5280,86,5366
Sumner,10/24/2020,2380,230,2610
Sumner,10/26/2020,5522,174,5696
Sumner,10/27/2020,5277,17,5294
Sumner,10/28/2020,5259,586,5845
Sumner,10/29/2020,4311,174,4485
Tipton,10/14/2020,1257,462,1719
Tipton,10/15/2020,1610,0,1610
Tipton,10/16/2020,1403,0,1403
Tipton,10/17/2020,895,158,1053
Tipton,10/19/2020,1582,2,1584
Tipton,10/20/2020,1741,0,1741
Tipton,10/21/2020,1534,1,1535
Tipton,10/22/2020,1885,106,1991
Tipton,10/23/2020,1779,21,1800
Tipton,10/24/2020,1055,1,1056
Tipton,10/26/2020,1579,39,1618
Tipton,10/27/2020,1622,0,1622
Tipton,10/28/2020,1420,121,1541
Tipton,10/29/2020,1642,49,1691
Trousdale,10/14/2020,299,72,371
Trousdale,10/15/2020,343,7,350
Trousdale,10/16/2020,258,2,260
Trousdale,10/17/2020,132,1,133
Trousdale,10/19/2020,209,7,216
Trousdale,10/20/2020,195,4,199
Trousdale,10/21/2020,159,11,170
Trousdale,10/22/2020,226,1,227
Trousdale,10/23/2020,171,4,175
Trousdale,10/24/2020,154,0,154
Trousdale,10/26/2020,159,10,169
Trousdale,10/27/2020,157,3,160
Trousdale,10/28/2020,161,4,165
Trousdale,10/29/2020,281,6,287
Unicoi,10/14/2020,708,267,975
Unicoi,10/15/2020,594,11,605
Unicoi,10/16/2020,617,8,625
Unicoi,10/17/2020,217,0,217
Unicoi,10/19/2020,564,41,605
Unicoi,10/20/2020,412,13,425
Unicoi,10/21/2020,403,7,410
Unicoi,10/22/2020,338,16,354
Unicoi,10/23/2020,360,14,374
Unicoi,10/24/2020,201,0,201
Unicoi,10/26/2020,327,31,358
Unicoi,10/27/2020,314,9,323
Unicoi,10/28/2020,288,8,296
Unicoi,10/29/2020,392,14,406
Union,10/14/2020,199,452,651
Union,10/15/2020,215,41,256
Union,10/16/2020,270,14,284
Union,10/17/2020,267,4,271
Union,10/19/2020,198,28,226
Union,10/20/2020,214,11,225
Union,10/21/2020,236,15,251
Union,10/22/2020,176,7,183
Union,10/23/2020,243,22,265
Union,10/24/2020,361,12,373
Union,10/26/2020,198,7,205
Union,10/27/2020,244,16,260
Union,10/28/2020,254,15,269
Union,10/29/2020,301,11,312
Van Buren,10/14/2020,177,67,244
Van Buren,10/15/2020,136,8,144
Van Buren,10/16/2020,177,4,181
Van Buren,10/17/2020,75,0,75
Van Buren,10/19/2020,168,0,168
Van Buren,10/20/2020,131,12,143
Van Buren,10/21/2020,90,2,92
Van Buren,10/22/2020,104,7,111
Van Buren,10/23/2020,112,1,113
Van Buren,10/24/2020,94,0,94
Van Buren,10/26/2020,91,0,91
Van Buren,10/27/2020,119,1,120
Van Buren,10/28/2020,97,7,104
Van Buren,10/29/2020,165,1,166
Warren,10/14/2020,657,354,1011
Warren,10/15/2020,716,35,751
Warren,10/16/2020,778,32,810
Warren,10/17/2020,299,2,301
Warren,10/19/2020,757,21,778
Warren,10/20/2020,834,24,858
Warren,10/21/2020,765,20,785
Warren,10/22/2020,747,23,770
Warren,10/23/2020,795,28,823
Warren,10/24/2020,305,0,305
Warren,10/26/2020,913,40,953
Warren,10/27/2020,767,48,815
Warren,10/28/2020,742,26,768
Warren,10/29/2020,798,24,822
Washington,10/14/2020,2361,2143,4504
Washington,10/15/2020,2287,132,2419
Washington,10/16/2020,2460,677,3137
Washington,10/17/2020,1183,132,1315
Washington,10/19/2020,2762,561,3323
Washington,10/20/2020,2941,3,2944
Washington,10/21/2020,3085,56,3141
Washington,10/22/2020,3082,515,3597
Washington,10/23/2020,3185,127,3312
Washington,10/24/2020,1460,150,1610
Washington,10/26/2020,3068,254,3322
Washington,10/27/2020,3126,204,3330
Washington,10/28/2020,3216,321,3537
Washington,10/29/2020,3231,187,3418
Wayne,10/14/2020,448,155,603
Wayne,10/15/2020,348,3,351
Wayne,10/16/2020,402,0,402
Wayne,10/17/2020,170,0,170
Wayne,10/19/2020,321,34,355
Wayne,10/20/2020,260,1,261
Wayne,10/21/2020,243,14,257
Wayne,10/22/2020,180,9,189
Wayne,10/23/2020,266,9,275
Wayne,10/24/2020,145,0,145
Wayne,10/26/2020,239,27,266
Wayne,10/27/2020,189,3,192
Wayne,10/28/2020,220,10,230
Wayne,10/29/2020,303,6,309
Weakley,10/14/2020,953,410,1363
Weakley,10/15/2020,888,37,925
Weakley,10/16/2020,999,22,1021
Weakley,10/17/2020,490,16,506
Weakley,10/19/2020,774,28,802
Weakley,10/20/2020,833,6,839
Weakley,10/21/2020,704,25,729
Weakley,10/22/2020,615,10,625
Weakley,10/23/2020,643,11,654
Weakley,10/24/2020,480,17,497
Weakley,10/26/2020,550,23,573
Weakley,10/27/2020,504,1,505
Weakley,10/28/2020,716,18,734
Weakley,10/29/2020,777,27,804
White,10/14/2020,578,420,998
White,10/15/2020,550,0,550
White,10/16/2020,587,28,615
White,10/17/2020,265,0,265
White,10/19/2020,572,0,572
White,10/20/2020,595,37,632
White,10/21/2020,566,1,567
White,10/22/2020,538,17,555
White,10/23/2020,551,28,579
White,10/24/2020,291,0,291
White,10/26/2020,534,0,534
White,10/27/2020,578,63,641
White,10/28/2020,467,19,486
White,10/29/2020,611,33,644
Williamson,10/14/2020,8582,5205,13787
Williamson,10/15/2020,8940,892,9832
Williamson,10/16/2020,9577,259,9836
Williamson,10/17/2020,6143,213,6356
Williamson,10/19/2020,9656,196,9852
Williamson,10/20/2020,9307,720,10027
Williamson,10/21/2020,8788,538,9326
Williamson,10/22/2020,8047,558,8605
Williamson,10/23/2020,8357,312,8669
Williamson,10/24/2020,4786,67,4853
Williamson,10/26/2020,7435,732,8167
Williamson,10/27/2020,7267,498,7765
Williamson,10/28/2020,6845,295,7140
Williamson,10/29/2020,7743,319,8062
Wilson,10/14/2020,4686,2811,7497
Wilson,10/15/2020,4508,150,4658
Wilson,10/16/2020,5004,113,5117
Wilson,10/17/2020,2468,115,2583
Wilson,10/19/2020,5011,125,5136
Wilson,10/20/2020,4754,79,4833
Wilson,10/21/2020,4489,208,4697
Wilson,10/22/2020,4006,107,4113
Wilson,10/23/2020,4541,86,4627
Wilson,10/24/2020,2326,140,2466
Wilson,10/26/2020,3999,110,4109
Wilson,10/27/2020,4062,140,4202
Wilson,10/28/2020,3787,118,3905
Wilson,10/29/2020,4244,96,4340
